web_scraper_order,web_scraper_start_url,name,category_link,name_divi,divi_link,description_divi,divi_title,pakket_divi,categories_divi
"1765315096-396","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Belast lopen met krukken","https://indiveo.nl/divis/belast-lopen-met-krukken/","Als een patiënt krukken moet gebruiken, is het belangrijk dat hij of zij weet hoe dit moet.



Deze Divi geeft duidelijke instructies over het instellen van de krukken. Ook leert de patiënt de juiste manieren om op te staan, te gaan zitten, lopen en traplopen. Hierbij mag het aangedane been volledig belast worden.","Belast lopen met krukken","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315098-397","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Been naar achter strekken","https://indiveo.nl/divis/been-naar-achter-strekken/","De oefening 'been gestrekt naar achter brengen' is een fysiotherapie oefening voor de benen. In deze Divi wordt de oefening staand uitgebeeld.","Been naar achter strekken","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315100-398","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Been gestrekt naar buiten brengen","https://indiveo.nl/divis/been-gestrekt-naar-buiten-brengen/","De oefening 'been gestrekt naar buiten brengen' is een fysiotherapie oefening voor de benen. In deze Divi wordt de oefening staand uitgebeeld.","Been gestrekt naar buiten brengen","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315102-399","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Armen zijwaarts heffen (zittend)","https://indiveo.nl/divis/armen-zijwaarts-heffen-zittend/","De oefening 'armen zijwaarts heffen' is een fysiotherapie oefening voor de armen. In deze Divi wordt de oefening zittend uitgebeeld.","Armen zijwaarts heffen (zittend)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315104-400","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Armen zijwaarts heffen (staand)","https://indiveo.nl/divis/armen-zijwaarts-heffen-staand/","De oefening 'armen zijwaarts heffen' is een fysiotherapie oefening voor de armen. In deze Divi wordt de oefening staand uitgebeeld.","Armen zijwaarts heffen (staand)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315106-401","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Arm- en schouderoefeningen","https://indiveo.nl/divis/arm-en-schouderoefeningen/","In deze Divi vindt u arm- en schouderoefeningen.



Deze oefeningen zorgen ervoor dat de patiënt uiteindelijk de schouder beter kan bewegen.","Arm- en schouderoefeningen","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315108-402","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Appels plukken (zittend)","https://indiveo.nl/divis/appels-plukken-zittend/","De oefening 'appels plukken' is een fysiotherapieoefening waarbij de armen worden gebruikt. In deze Divi wordt de oefening zittend uitgebeeld.","Appels plukken (zittend)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315110-403","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Appels plukken (liggend)","https://indiveo.nl/divis/appels-plukken-liggend/","De oefening 'appels plukken' is een fysiotherapieoefening waarbij de armen worden gebruikt. In deze Divi wordt de oefening liggend uitgebeeld.","Appels plukken (liggend)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315112-404","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Ademhalingsoefeningen","https://indiveo.nl/divis/ademhalings-en-ontspanningsoefeningen/","Fysiotherapeuten kunnen patiënten met ademhalingsoefeningen helpen om de ademhaling te verbeteren en om sputum beter op te kunnen hoesten. Deze Divi bevat animaties van verschillende ademhalingsoefeningen, zodat patiënten weten hoe ze deze oefeningen kunnen doen.","Ademhalingsoefeningen","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315114-405","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","Aantippend belast lopen met krukken","https://indiveo.nl/divis/aantippend-belast-lopen-met-krukken/","Als een patiënt krukken moet gebruiken, is het belangrijk dat hij of zij weet hoe dit moet.



Deze Divi geeft duidelijke instructies over het instellen van de krukken. Ook leert de patiënt de juiste manieren om op te staan, te gaan zitten, lopen en traplopen. Hierbij mag het aangedane been aantippend belast worden.","Aantippend belast lopen met krukken","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315116-406","https://indiveo.nl/specialismen-zorg","Fysiotherapie","https://indiveo.nl/themas/fysiotherapie/","50% belast lopen met krukken","https://indiveo.nl/divis/50-belast-lopen-met-krukken/","Als een patiënt krukken moet gebruiken, is het belangrijk dat hij of zij weet hoe dit moet.



Deze Divi geeft duidelijke instructies over het instellen van de krukken. Ook leert de patiënt de juiste manieren om op te staan, te gaan zitten, lopen en traplopen. Hierbij mag het aangedane been voor 50% belast worden.","50% belast lopen met krukken","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Fysiotherapie"
"1765315121-407","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Zalven bij eczeem","https://indiveo.nl/divis/zalven-bij-eczeem/","Patiënten met eczeem hebben vaak een droge huid. Een eerste stap in de behandeling is het rustig houden van het eczeem met basiszalf.  In deze Divi over zalven bij eczeem krijgen patiënten in een eerste animatie uitleg over basiszalf en de noodzaak van het dagelijkse gebruik van basiszalf.



Als het eczeem niet rustig wordt door het smeren van de basiszalf, kan een patiënt hormoonzalf gebruiken. Bij hormoonzalf is het belangrijk dat voor een patiënt duidelijk is hoeveel zalf hij of zij moet gebruiken. Dit wordt bij hormoonzalf aangeduid met het aantal fingertip units per lichaamsdeel. In een tweede animatie krijgen patiënten uitleg over wat hormoonzalf is en wat een fingertip unit betekent.","Zalven bij eczeem","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315122-408","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Wonden","https://indiveo.nl/divis/wonden/","De patiënt heeft een wond die niet vanzelf geneest. Sommige wonden hebben extra zorg nodig. Een zorgverlener onderzoekt waarom de wond slecht geneest en kiest de juiste behandeling. De patiënt krijgt informatie over verzorging, behandelingen en wat de patiënt zelf kan doen voor een goede genezing. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","Wonden","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315124-409","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Verwijderen van een huidafwijking (huidexcisie)","https://indiveo.nl/divis/verwijderen-van-een-huidafwijking-huidexcisie/","Sommige huidafwijkingen moeten verwijderd worden omdat ze kwaadaardig zijn of kunnen worden. Het verwijderen van een huidafwijking noemen we een huidexcisie.



In deze Divi krijgt de patiënt uitleg over het verloop van de huidexcisie. Daarnaast krijgt de patiënt informatie over de voorbereiding en nazorg.","Verwijderen van een huidafwijking (huidexcisie)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315126-410","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","STEEP","https://indiveo.nl/divis/steep/","De patiënt heeft ontstekingen van de haarzakjes. Daarom krijgt de patiënt een STEEP behandeling. Dit is een ingreep waarbij de zorgverlener een stukje van de huid en de ontsteking van de huid weghaalt. 



In deze Divi krijgt de patiënt meer informatie over de voorbereidingen, de ingreep en de adviezen na de ingreep.","STEEP","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315129-411","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Reductiebehandeling","https://indiveo.nl/divis/reductiebehandeling/","Om de omvang van een lichaamsdeel zoals een arm of been te verminderen, kan een reductiebehandeling worden gedaan. Tijdens de chirurgische reductiebehandeling wordt er met behulp van een afzuiginstrument overtollig onderhuids weefsel verwijderd. In deze Divi krijgt de patiënt uitleg over het verloop van de behandeling. Aan de hand van verschillende beelden wordt daarnaast uitgelegd wat het resultaat van de behandeling zou kunnen zijn. 



Naast uitleg over de behandeling krijgt de patiënt ook uitleg over de preoperatieve screening en de voorbereiding op de behandeling. Daarnaast krijgt de patiënt uitleg over de tijd na de operatie. Deze Divi is ontwikkeld in samenwerking met het Expertisecentrum Lymfovasculaire Geneeskunde (ECL) in ziekenhuis Nij Smellinghe.","Reductiebehandeling","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315131-412","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Opnametraject lymfoedeem","https://indiveo.nl/divis/opnametraject-lymfoedeem/","In het Expertisecentrum Lymfovasculaire Geneeskunde (ECL) kan een patiënt terecht voor een behandeling aan een Lymfoedeem. Omdat lymfoedeem een chronische aandoening is, is het belangrijk dat de patiënt leert omgaan met de aandoening. Tijdens een opname in het ECL wordt de oedeem behandeld en leert de patiënt hoe hij in het dagelijks leven om moet gaan met de oedeem. Dit wordt ook wel de conservatieve behandeling genoemd.



In deze Divi krijgt de patiënt uitleg over de conservatieve behandeling in de lymfoedeemkliniek. De patiënt krijgt inzicht in hoe de opname en behandeling eruit ziet en kan antwoorden vinden op veelgestelde vragen over de behandeling.","Opnametraject lymfoedeem","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315132-413","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Netelroos","https://indiveo.nl/divis/netelroos/","Netelroos, ook wel galbulten of urticaria genoemd, is een jeukende uitslag op de huid. De bultjes zijn bleekroze en soms rood. Sommige bultjes zijn iets dikker. De galbulten kunnen op verschillende plekken op het lichaam voorkomen.



In deze Divi leert de patiënt met tekst, illustraties en animaties wat netelroos is en wat je ertegen kunt doen.","Netelroos","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315135-414","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Mohs","https://indiveo.nl/divis/mohs/","Mohs chirurgie verwijdert huidkanker in het gezicht. De arts verwijdert de huidkanker helemaal en haalt zo weinig mogelijk gezonde huid weg. Aan het eind van de dag zijn alle kankercellen weg. Dit gebeurt in rondes. Bij elke ronde haalt de arts een stukje huid weg. Het weefsel wordt direct onderzocht. Zijn er nog kankercellen? Dan komt er een nieuwe ronde. De arts herhaalt dit tot de snijranden schoon zijn. In deze divi wordt de patiënt geïnformeerd met behulp van tekst, illustraties en animatie.","Mohs","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315136-415","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Lipoedeem","https://indiveo.nl/divis/lipoedeem/","In deze Divi wordt uitgelegd wat lipoedeem is en welke klachten hierbij horen. Er wordt ingegaan op de verschillen met andere aandoeningen en de mogelijkheden voor behandeling. De patiënt wordt geïnformeerd door middel van tekst, illustratie en animatie.","Lipoedeem","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315138-416","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Lichttherapie","https://indiveo.nl/divis/lichttherapie/","Een aantal huidziekten kan goed worden behandeld met lichttherapie. Lichttherapie gebeurt met ultraviolet licht, of UV licht. De stralen in dit licht remmen de ontstekingen in de huid. Verder zorgt het voor herstel en verdikking van de bovenste laag van de huid. Hierdoor heeft de patiënt minder last van huidklachten.

De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","Lichttherapie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315140-417","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Intake en werkgroep bij het ECL (Volwassenen)","https://indiveo.nl/divis/proces-intake-en-werkgroep-volwassenen/","Het ECL is het Expertisecentrum Lymfovasculaire Geneeskunde. Het ECL is gespecialiseerd in diagnostiek en behandeling van lymfoedeem en lipoedeem. Wanneer een een patiënt informatie heeft aangeleverd bij het ECL, wordt er een intake gepland. Deze intake bestaat uit verschillende afspraken en onderzoeken. Na de intake zijn er verschillende behandelmogelijkheden. In sommige gevallen krijgen patiënten adviezen mee of worden ze doorverwezen naar een instelling bij hen in de buurt. Een deel van de mensen wordt doorverwezen naar een werkgroep, waarin patiënten verder onderzocht worden. 



Deze Divi geeft uitleg over het verloop van de intake en de behandelmogelijkheden die er zijn. Stap voor stap wordt uitgelegd wat de route is die de patiënten doorlopen.","Intake en werkgroep bij het ECL (Volwassenen)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315142-418","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Intake en werkgroep bij het ECL (kinderen)","https://indiveo.nl/divis/proces-intake-en-werkgroep-kind-3/","Het ECL is het Expertisecentrum Lymfovasculaire Geneeskunde. Het ECL is gespecialiseerd in diagnostiek en behandeling van lymfoedeem en lipoedeem. Wanneer een kind samen met zijn of haar ouders/verzorgers informatie heeft aangeleverd bij het ECL, wordt er een intake gepland. Deze intake bestaat uit verschillende afspraken en onderzoeken. Daarnaast wordt het kind onderzocht in de werkgroep in het expertisecentrum. 



Deze Divi geeft uitleg over het verloop van de intake en de werkgroep. Zo weten kinderen en ouders hoe ze zich moeten voorbereiden op deze dag.","Intake en werkgroep bij het ECL (kinderen)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315144-419","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Huidbiopt","https://indiveo.nl/divis/huidbiopt/","Bij een huidbiopt haalt de dermatoloog een klein stukje huid uit de huid om verder te onderzoeken in een laboratorium. Dit wordt meestal gedaan met een stans, een soort klein appelboortje. Aan de patiënt wordt in deze Divi uitgelegd hoe een huidbiopt verloopt. Daarnaast wordt aan de patiënt uitleg gegeven over de voorbereiding en nazorg van het onderzoek.","Huidbiopt","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315146-420","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Fotodynamische therapie","https://indiveo.nl/divis/fotodynamische-therapie/","Fotodynamische therapie is een behandeling voor huidproblemen. Eerst smeert de dokter een speciale crème op de huid. Daarna schijnt de zorgverlener met een fel licht op de plek. De crème en het licht werken samen om zieke cellen te doden. Dit helpt om de huid weer gezond te maken.



In deze Divi leert de patiënt hoe diegene zich moet voorbereiden, hoe de behandeling gaat en waar de patiënt na de behandeling op moet letten.","Fotodynamische therapie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315149-421","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","ECL een afspraak maken","https://indiveo.nl/divis/ecl-een-afspraak-maken/","Het Expertisecentrum Lymfovasculaire Geneeskunde (ECL) is een onderdeel van het ziekenhuis Nij Smellinghe in Drachten en hoort bij de afdeling dermatologie. Bij het ECL worden patiënten met een lymfoedeem en lipoedeem behandeld. Samen met het ECL ontwikkelden wij een Divi om uitleg te geven over wat het ECL is en hoe de patiënt zich kan voorbereiden op het maken van een afspraak. 



Naast informatie over het voorbereiden op een afspraak bij het ECL wordt de patiënt in deze Divi ook geïnformeerd over wat een lymf- of lipoedeem is.","ECL een afspraak maken","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315150-422","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Deroofing","https://indiveo.nl/divis/deroofing/","De patiënt heeft ontstekingen van de haarzakjes. 'Deroofing' betekent letterlijk 'het dak eraf halen'. Dit is een ingreep waarbij de zorgverlener het dakje van een ontsteking afhaalt.



In deze Divi krijgt de patiënt meer informatie over de voorbereidingen, de ingreep en de adviezen na de ingreep.","Deroofing","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315152-423","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Behandeling van spataderen met VNUS","https://indiveo.nl/divis/behandeling-van-spataderen-met-vnus/","Spataderen zijn bloedvaten die door slecht sluitende klepjes niet meer goed functioneren of verwijd zijn geraakt. Omdat ze pijnklachten, eczeem of uiteindelijk een open been kunnen veroorzaken, is het beter spataderen te verwijderen. Dit kan onder andere door het dichtschroeien van de spatader met de VNUS behandeling.



In de Divi 'Behandeling van spataderen met VNUS' krijgen patiënten meer informatie over de behandeling.","Behandeling van spataderen met VNUS","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315154-424","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Atopisch eczeem","https://indiveo.nl/divis/atopisch-eczeem/","Mensen met atopisch eczeem hebben jeukende plekken op de huid. Bijvoorbeeld aan de binnenkant van de ellebogen, in de nek, rond de ogen, in de knieholtes of op de enkels. De Divi 'atopisch eczeem' geeft aan patiënten uitleg over hoe deze vorm van eczeem ontstaat en welke behandelingen er mogelijk zijn.","Atopisch eczeem","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315156-425","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Allergietest met prikproef","https://indiveo.nl/divis/allergietest-met-prikproef/","Met een allergietest met prikproef wordt gekeken of de patiënt overgevoelig is voor bepaalde stoffen (allergenen). De allergietest wordt op de huid van de onderarm uitgevoerd met behulp van prikjes. Er wordt getest op verschillende allergenen zoals huisstofmijt en pollen. In de Divi wordt aandacht besteed aan de voorbereiding en nazorg van het onderzoek. In de animatie wordt uitgelegd hoe de priktest verloopt.



Naast de Divi Allergietest met prikproef is er de Divi allergietest met plakproef beschikbaar.","Allergietest met prikproef","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315158-426","https://indiveo.nl/specialismen-zorg","Dermatologie","https://indiveo.nl/themas/dermatologie/","Allergietest met plakproef","https://indiveo.nl/divis/allergietest-met-plakproef/","Sommige mensen zijn overgevoelig (allergisch) voor bepaalde stoffen. Dit kan een huidafwijking veroorzaken wanneer deze stof in contact komt met de huid. Met een allergietest met plakproef kan onderzocht worden voor welke stof de patiënt overgevoelig is. In deze Divi wordt stap voor stap uitgelegd hoe de allergietest met plakproef verloopt en hoe men zich moet voorbereiden op de allergietest. 



Naast de Divi Allergietest met plakproef is er de Divi allergietest met prikproef beschikbaar.","Allergietest met plakproef","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Dermatologie"
"1765315162-427","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Zorgpad chirurgie bij ouderen","https://indiveo.nl/divis/zorgpad-chirurgie-bij-ouderen/","Deze Divi laat aan de patiënt zien hoe zorgverleners samen met hem of haar onderzoeken hoe kwetsbaar iemand is, bijvoorbeeld met een test van het lichaam en geheugen. Ook krijgt de patiënt uitleg over mogelijke behandelingen, zoals een operatie of andere vormen van zorg. Doel is om samen tot een passende behandelkeuze te komen.

De patiënt wordt geïnformeerd door middel van tekst, illustratie en animatie.","Zorgpad chirurgie bij ouderen","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315164-428","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Teenamputatie","https://indiveo.nl/divis/teenamputatie/","Bij een teenamputatie worden tijdens een operatie één of meerdere tenen verwijderd. Dit voor patiënten vaak een ingrijpende behandeling. Daarom is het belangrijk om hen vooraf goed te informeren. De Divi 'teenamputatie' helpt daarbij. Met een animatie krijgen patiënten uitleg over het verloop van de operatie. Daarnaast staat de Divi vol met informatie over de voorbereiding, nazorg en leefregels.","Teenamputatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315166-429","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Spataderen","https://indiveo.nl/divis/spataderen/","In deze Divi wordt uitgelegd wat spataderen zijn, welke klachten ze kunnen geven en hoe ze behandeld worden. De patiënt wordt geinformeerd door middel van tekst, illustraties en animatie.","Spataderen","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315168-430","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Operatie bij een vernauwde halsslagader (Carotisdesobstructie)","https://indiveo.nl/divis/operatie-bij-een-vernauwde-halsslagader-carotisdesobstructie/","Bij een sterk vernauwde halsslagader is het soms nodig om de vernauwing via een operatie op te heffen. Dit gebeurt met een carotisdesobstructie. Bij deze operatie maakt de vaatchirurg een snee aan de zijkant van de hals. Daarna wordt de oorzaak van de vernauwing verwijderd. 



In de Divi 'carotisdesobstructie' krijgt u meer informatie over de operatie en de daarbij horende voorbereiding en nazorg.","Operatie bij een vernauwde halsslagader (Carotisdesobstructie)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315171-431","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Operatie bij een vernauwde halsslagader (Carotisdesobstructie eversietechniek)","https://indiveo.nl/divis/operatie-bij-een-vernauwde-halsslagader-carotisdesobstructie-eversietechniek/","Bij de patiënt is in één van de halsslagaders een vernauwing ontdekt. Als er sprake is van een vernauwing dan kan de bloedtoevoer naar uw hersenen afnemen. Dit kan leiden tot hersenschade. Daarom krijgt de patiënt binnenkort een operatie aan de halsslagader waarbij de oorzaak van de vernauwing verwijderd wordt. Deze operatie wordt een carotisdesobstructie genoemd. Er wordt gebruikt gemaakt van de eversietechniek. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","Operatie bij een vernauwde halsslagader (Carotisdesobstructie eversietechniek)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315173-432","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Operatie aan de alvleesklier (Pancreaticojejunostomie)","https://indiveo.nl/divis/operatie-aan-de-alvleesklier-pancreaticojejunostomie/","De pancreaticojejunostomie is een operatie aan de alvleesklier. Dit is een operatie bij chronische ontstekingen in de alvleesklier. Hierbij is de afvoergang naar de darm verstopt door ontstekingen en stenen.



In deze Divi krijgen patiënten informatie over de voorbereiding, de operatie en de nazorg.","Operatie aan de alvleesklier (Pancreaticojejunostomie)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315174-433","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Na een onderbeenamputatie","https://indiveo.nl/divis/na-een-onderbeenamputatie/","Het onderbeen van een patiënt wordt met een operatie verwijderd als gevolg van vaatlijden. Na de amputatie blijft de patiënt in het ziekenhuis om te herstellen. Er is revalidatie nodig. De patiënt leert bewegen met één been en oefent dagelijkse handelingen. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","Na een onderbeenamputatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315177-434","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Middenrifbandje","https://indiveo.nl/divis/middenrifbandje/","Boven de maag zit het middenrif. Deze spier is belangrijk bij de ademhaling. Een onderdeel van het middenrif is het middenrifbandje. Bij de patiënt knelt dit bandje een ader naar de maag af. Hierdoor heeft de patiënt buikklachten. De patiënt wordt hieraan geopereerd. Hier leest de patiënt wat de operatie inhoudt. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","Middenrifbandje","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315179-435","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Liesbreukoperatie – TREPP","https://indiveo.nl/divis/liesbreukoperatie-trepp/","De patiënt heeft een liesbreuk. Een liesbreuk is een zwakke plek in de buikwand. Een liesbreuk gaat niet vanzelf weg. Ook kan het klachten geven. Vaak is een operatie nodig. Binnenkort komt de patiënt naar het ziekenhuis voor een liesbreukoperatie. Hier krijgt de patiënt meer informatie over de operatie en het herstel na de operatie. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animaties.","Liesbreukoperatie – TREPP","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
"1765315181-436","https://indiveo.nl/specialismen-zorg","Chirurgie","https://indiveo.nl/themas/chirurgie/","Liesbreukoperatie","https://indiveo.nl/divis/liesbreukoperatie/","Een liesbreuk is een zwakke plek in de buikwand. Door de zwakke plek in de buikwand kan het buikvlies en een darm naar buiten komen. Het kan ook vetweefsel zijn wat uitstulpt. Een liesbreuk verdwijnt nooit vanzelf en kan klachten geven. Vaak is een operatie nodig. 



In deze Divi krijgt de patiënt informatie over de liesbreuk. De meest voorkomende techniek om een liesbreuk te herstellen, is de kijkoperatie (laparoscopische liesbreukoperatie). In sommige gevallen wordt ervoor gekozen om de liesbreuk te behandelen met een open operatie (lichtenstein operatie). Beide operaties worden in deze divi getoond. Daarnaast krijgt de patiënt informatie over het herstel en mogelijke complicaties","Liesbreukoperatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie"
